interaction_types;drug_name
inhibitor;FULVESTRANT
ligand;FUMAGILLIN
modulator;FURAZOLIDONE
agonist;FUROSEMIDE
inhibitor;FUROSEMIDE
agonist;FURTRETHONIUM
inhibitor;FUTIBATINIB
inhibitor;FX-005
inhibitor;G1T28-1
activator;GABAPENTIN
agonist;GABAPENTIN
inhibitor;GABAPENTIN
modulator;GABAPENTIN
modulator;GABAPENTIN ENACARBIL
antagonist;GABAZINE
inhibitor;GABEXATE
agonist;GABOXADOL
antagonist;GABOXADOL
inhibitor;GADOPENTETATE DIMEGLUMINE
antagonist;GALANGIN
blocker;GALANGIN
agonist;GALANIN
allosteric modulator;GALANTAMINE
inhibitor;GALANTAMINE
inhibitor;GALANTAMINE HYDROBROMIDE
antibody;GALCANEZUMAB
antagonist;GALETERONE
inhibitor;GALETERONE
antibody;GALIXIMAB
inhibitor;GALIXIMAB
allosteric modulator;GALLAMINE
blocker;GALLAMINE
antagonist;GALLAMINE TRIETHIODIDE
inhibitor;GALLAMINE TRIETHIODIDE
antagonist;GALLIUM NITRATE
inhibitor;GALLIUM NITRATE
modulator;GALLIUM NITRATE
agonist;GALMIC
agonist;GALNON
inhibitor;GALUNISERTIB
negative modulator;GANCICLOVIR
inhibitor;GANCOTAMAB
inhibitor;GANDOTINIB
inhibitor;GANETESPIB
antagonist;GANIRELIX ACETATE
antagonist;GANITUMAB
antibody;GANITUMAB
antagonist;GANTACURIUM
inhibitor;GARCINOL
antisense oligonucleotide;GATAPARSEN
antagonist;GAVESTINEL
inhibitor;GDC-0077
antagonist;GDC-0152
inhibitor;GEDATOLISIB
antagonist;GEFAPIXANT
antagonist;GEFITINIB
inhibitor;GEFITINIB
inhibitor;GELDANAMYCIN
inhibitor;GEMCITABINE
modulator;GEMCITABINE
inhibitor;GEMCITABINE HYDROCHLORIDE
agonist;GEMEPROST
agonist;GEMFIBROZIL
inhibitor;GEMFIBROZIL
activator;GENISTEIN
agonist;GENISTEIN
binder,activator;GESTODENE
agonist,antagonist;GESTRINONE
antagonist;GESTRINONE
agonist;GHRELIN
inhibitor;GILTERITINIB
inhibitor;GIMERACIL
agonist;GINSENG
antagonist;GINSENG
inhibitor;GINSENG
inhibitor;GINSENOSIDE RB1
inhibitor;GISADENAFIL
inhibitor;GIVINOSTAT
cleavage;GIVOSIRAN
antagonist;GLASDEGIB
inhibitor;GLASDEGIB
antagonist;GLEMANSERIN
binder;GLEMBATUMUMAB VEDOTIN
inhibitor;GLESATINIB
binder;GLICLAZIDE
blocker;GLIMEPIRIDE
inducer;GLIMEPIRIDE
inhibitor;GLIMEPIRIDE
agonist;GLIPIZIDE
blocker;GLIPIZIDE
inhibitor;GLIPIZIDE
inhibitor;GLIQUIDONE
inhibitor;GLISOXEPIDE
inhibitor;GLPG-0259
modulator;GLPG0492
inhibitor;GLPG-0555
antagonist;GLPG-0974
antagonist;GLPG-1205
agonist;GLUCAGON
agonist;GLUCAGON HYDROCHLORIDE
agonist;GLUCAGON HYDROCHLORIDE RECOMBINANT
modulator;GLUCARPIDASE
antagonist;GLUCOSAMINE
product of;GLUTAMIC ACID
product of,substrate;GLUTAMIC ACID
substrate;GLUTAMIC ACID
agonist;GLUTAMINE
antagonist,substrate;GLUTAMINE
product of;GLUTAMINE
substrate;GLUTAMINE
cofactor;GLUTATHIONE
agonist;GLUTETHIMIDE
positive modulator;GLUTETHIMIDE
antagonist;GLYBURIDE
blocker;GLYBURIDE
inhibitor;GLYBURIDE
modulator;GLYBURIDE
agonist;GLYCERIN
agonist;GLYCINE
antagonist;GLYCINE
ligand;GLYCINE
product of;GLYCINE
substrate;GLYCINE
inhibitor;GLYCOLIC ACID
antagonist;GLYCOPYRROLATE
antagonist;GLYCOPYRRONIUM
binder;GLYCOPYRRONIUM
antagonist;GLYCYRRHIZIN
inducer;GLYCYRRHIZIN
inhibitor;GLYCYRRHIZIN
inducer;GLYMIDINE
antibody;GOLIMUMAB
inhibitor;GOLIMUMAB
inducer;GOLODIRSEN
inhibitor;GOLVATINIB
agonist;GONADORELIN
agonist;GONADORELIN ACETATE
agonist;GONADORELIN HYDROCHLORIDE
agonist;GONADOTROPIN, CHORIONIC
agonist;GOSERELIN
agonist;GOSERELIN ACETATE
inhibitor;GOSOGLIPTIN
antagonist;GR-55562
antagonist;GRANISETRON
antagonist;GRANISETRON HYDROCHLORIDE
antagonist;GRAPIPRANT
antagonist;GRC-15300
antagonist;GRC-17536
antagonist;GRC-6211
antagonist;GS 6201
partial agonist;GS-9667
inhibitor;GSK-1059615
inhibitor;GSK-1070916
antagonist,allosteric modulator;GSK1482160
antagonist;GSK-1521498
agonist;GSK159802
antagonist;GSK163090
antagonist;GSK189254
agonist;GSK-2245035
inhibitor;GSK-2256098
inhibitor;GSK-2269557
antagonist;GSK239512
inhibitor;GSK-249320
inhibitor;GSK-2636771
antagonist;GSK2798745
modulator;GSK2849466
modulator;GSK2881078
agonist;GSK-4112
inhibitor;GSK-461364
inhibitor;GSK-579289A
inhibitor;GSK-610677
inhibitor;GSK-690693
agonist;GSK-9578
agonist;GTX-758
antagonist;GUAIFENESIN
agonist;GUANABENZ
binder;GUANABENZ
agonist;GUANABENZ ACETATE
partial agonist;GUANADREL
inducer;GUANETHIDINE
agonist;GUANFACINE
binder;GUANFACINE
agonist;GUANFACINE HYDROCHLORIDE
inhibitor;GUANIDINE
blocker;GUANIDINE HYDROCHLORIDE
inhibitor;GUANINE
antagonist;GUGGULSTERONE
blocker;GUSELKUMAB
inhibitor;GUSELKUMAB
inhibitor;GUVACINE
inhibitor;GW-274150
inhibitor;GW-406381
antagonist;GW468816
agonist;GW493838
agonist;GW501516
agonist;GW590735
agonist;GW7647
agonist;GW7845
agonist;GW842166X
agonist;GW9508
ligand;HALAZEPAM
positive modulator;HALAZEPAM
agonist;HALCINONIDE
agonist,activator;HALCINONIDE
inhibitor;HALICIN
agonist;HALOBETASOL
agonist;HALOBETASOL PROPIONATE
blocker;HALOFANTRINE
inhibitor;HALOFANTRINE
antagonist;HALOPERIDOL
blocker;HALOPERIDOL
inverse agonist;HALOPERIDOL
antagonist;HALOPERIDOL DECANOATE
inverse agonist;HALOPERIDOL DECANOATE
antagonist;HALOPERIDOL LACTATE
inverse agonist;HALOPERIDOL LACTATE
activator;HALOTHANE
allosteric modulator;HALOTHANE
antagonist;HALOTHANE
binder;HALOTHANE
inhibitor;HALOTHANE
positive modulator;HALOTHANE
inhibitor;HARMALINE
inhibitor;HARMINE
modulator;HE3235
inhibitor;HEMAY-022
inhibitor;HEMICHOLINIUM-3
inhibitor;HENATINIB
activator;HEPARIN
inhibitor;HEPARIN
potentiator;HEPARIN
activator;HEPARIN CALCIUM
activator;HEPARIN SODIUM
antagonist;HEPTABARBITAL
potentiator;HEPTABARBITAL
inhibitor;HESPERADIN
antagonist;HESPERETIN
inhibitor;HESPERETIN
inhibitor;HEXACHLOROPHENE
inhibitor;HEXAFLUORENIUM BROMIDE
inhibitor;HEXAFLURONIUM
antagonist;HEXAMETHONIUM
blocker;HEXAMETHONIUM
negative modulator;HEXAMETHYL PARAROSANILINE
antagonist;HEXESTROL
antagonist;HEXOBARBITAL
potentiator;HEXOBARBITAL
antagonist;HEXOCYCLIUM
antagonist;HEXOCYCLIUM METHYLSULFATE
inhibitor;HEXYLCAINE
blocker;HEXYLCAINE HYDROCHLORIDE
inhibitor;HEXYLRESORCINOL
antagonist;HIMBACINE
activator;HISTAMINE
agonist;HISTAMINE
agonist;HISTAMINE PHOSPHATE
activator;HISTIDINE
agonist;HISTRELIN
agonist;HISTRELIN ACETATE
inhibitor;HM-71224
inhibitor;HMN-214
inhibitor;HMPL-523
antagonist;HOMATROPINE
antagonist;HOMOSALATE
binder;HUMAN GROWTH HORMONE
inhibitor;HUMAX-IL8
binder;HYALURONATE SODIUM
inhibitor;HYALURONIDASE
inhibitor;HYCANTHONE
inducer;HYDRALAZINE
inhibitor;HYDRALAZINE
inhibitor;HYDROCHLOROTHIAZIDE
agonist;HYDROCODONE
ligand;HYDROCODONE
agonist;HYDROCODONE BITARTRATE
agonist;HYDROCODONE POLISTIREX
agonist;HYDROCORTAMATE
agonist;HYDROCORTAMATE HYDROCHLORIDE
agonist;HYDROCORTISONE
agonist;HYDROCORTISONE ACETATE
agonist;HYDROCORTISONE BUTYRATE
agonist;HYDROCORTISONE CYPIONATE
agonist;HYDROCORTISONE PROBUTATE
agonist;HYDROCORTISONE SODIUM PHOSPHATE
agonist;HYDROCORTISONE SODIUM SUCCINATE
agonist;HYDROCORTISONE VALERATE
inducer;HYDROFLUMETHIAZIDE
inhibitor;HYDROFLUMETHIAZIDE
agonist;HYDROMORPHONE
partial agonist;HYDROMORPHONE
agonist;HYDROMORPHONE HYDROCHLORIDE
inhibitor;HYDROQUINONE
cofactor;HYDROXOCOBALAMIN
agonist;HYDROXYAMPHETAMINE HYDROBROMIDE
antagonist;HYDROXYCHLOROQUINE
inhibitor;HYDROXYCHLOROQUINE
modulator;HYDROXYCHLOROQUINE
antagonist;HYDROXYCHLOROQUINE SULFATE
inhibitor;HYDROXYFASUDIL
antagonist;HYDROXYFLUTAMIDE
agonist;HYDROXYPROGESTERONE CAPROATE
inhibitor;HYDROXYUREA
antagonist;HYDROXYZINE
inhibitor;HYDROXYZINE
inverse agonist;HYDROXYZINE
antagonist;HYDROXYZINE HYDROCHLORIDE
antagonist;HYDROXYZINE PAMOATE
inhibitor;HYMENIALDISINE
agonist;HYODEOXYCHOLIC_ACID
antagonist;HYOSCYAMINE
activator;HYPERFORIN
agonist;HYPERFORIN
inhibitor;HYPERFORIN
inhibitor;HYQVIA
antagonist;IBALIZUMAB
antibody;IBALIZUMAB
inhibitor;IBALIZUMAB
inhibitor;IBANDRONATE SODIUM
antagonist;IBANDRONIC ACID
inhibitor;IBANDRONIC ACID
antagonist;IBIPINABANT
agonist;IB-MECA
antagonist;IBODUTANT
inhibitor;IBRUTINIB
inhibitor;IBUDILAST
activator;IBUPROFEN
binder;IBUPROFEN
blocker;IBUPROFEN
inducer;IBUPROFEN
inhibitor;IBUPROFEN
modulator;IBUPROFEN
inhibitor;IBUPROFEN LYSINE
inhibitor;IBUPROFEN SODIUM
agonist;IBUTAMOREN
activator;IBUTILIDE
blocker;IBUTILIDE
inhibitor;IBUTILIDE
inhibitor;IC14
inhibitor;IC261
antagonist;ICATIBANT
inhibitor;ICATIBANT
antagonist;ICATIBANT ACETATE
inhibitor;ICLAPRIM
inhibitor;ICM3
agonist;ICOSAPENT
inducer;ICOSAPENT
inhibitor;ICOSAPENT
antagonist;ICOTINIB
inhibitor;ICOTINIB
antagonist;ICRUCUMAB
antagonist;IDALOPIRDINE
inhibitor;IDARUBICIN
negative modulator;IDARUBICIN
inhibitor;IDARUBICIN HYDROCHLORIDE
inhibitor;IDELALISIB
modulator;IDOXIFENE
inhibitor;IDRAPARINUX SODIUM
antagonist;IFENPRODIL
antagonist;IFERANSERIN
antagonist;IFETROBAN
inhibitor;ILOMASTAT
antagonist;ILOPERIDONE
activator;ILOPROST
agonist;ILOPROST
inducer;ILOPROST
inhibitor;ILORASERTIB
agonist;ILX23-7553
modulator;IMAGABALIN
antagonist;IMATINIB
antagonist,multitarget;IMATINIB
inhibitor;IMATINIB
inhibitor;IMATINIB MESYLATE
agonist;IMBUTAMINE
inhibitor;IMD-0354
inhibitor;IMD-1041
inhibitor;IMD-2560
inhibitor;IMETELSTAT
inhibitor;IMETELSTAT SODIUM
agonist;IMETIT
antibody;IMGATUZUMAB
antagonist;IMIDAFENACIN
inhibitor;IMIDAPRIL
inhibitor;IMIDAPRILAT
agonist;IMIGLITAZAR
activator;IMIPRAMINE
antagonist;IMIPRAMINE
antagonist,binder;IMIPRAMINE
binder;IMIPRAMINE
blocker;IMIPRAMINE
inhibitor;IMIPRAMINE
inhibitor;IMIPRAMINE HYDROCHLORIDE
agonist;IMIQUIMOD
agonist;IMMEPIP
agonist;IMMETHRIDINE
agonist,antagonist;IMPENTAMINE
agonist;IMPROGAN
agonist;IMPROMIDINE
antagonist;IMPROMIDINE
inhibitor;INAMRINONE
inhibitor;INAMRINONE LACTATE
activator;INCADRONIC ACID
inhibitor;INCADRONIC ACID
inhibitor;INCB-047986
inhibitor;INCB-40093
antagonist;INCB-9471
inhibitor;INCLACUMAB
inhibitor;INCOBOTULINUMTOXINA
agonist;INDACATEROL
agonist;INDACATEROL MALEATE
antagonist;INDANTADOL
inhibitor;INDANTADOL
inhibitor;INDAPAMIDE
inhibitor;INDECAINIDE
blocker;INDECAINIDE HYDROCHLORIDE
agonist;INDEGLITAZAR
inhibitor;INDIBULIN
agonist;INDIGOTINDISULFONATE
allosteric modulator;INDIPLON
positive modulator;INDIPLON
agonist;INDIRUBIN
substrate;INDIRUBIN
inhibitor;INDISULAM
activator;INDOMETHACIN
agonist;INDOMETHACIN
inhibitor;INDOMETHACIN
antagonist;INDORAMIN
antibody;INEBILIZUMAB
binder;INEBILIZUMAB
agonist;INECALCITOL
inhibitor;INFIGRATINIB
inhibitor;INFLIXIMAB
inhibitor;INIPARIB
inhibitor;INK-1117
antagonist;INOLIMOMAB
agonist;INOSITOL NIACINATE
inhibitor;INOTERSEN
antibody;INOTUZUMAB OZOGAMICIN
inhibitor;INSM-18
agonist;INSULIN
agonist;INSULIN ASPART
agonist;INSULIN ASPART PROTAMINE RECOMBINANT
agonist;INSULIN DEGLUDEC
agonist;INSULIN DETEMIR
agonist;INSULIN GLARGINE
agonist;INSULIN GLULISINE
agonist;INSULIN LISPRO
agonist;INSULIN LISPRO PROTAMINE RECOMBINANT
agonist;INSULIN PEGLISPRO
agonist;INSULIN PORK
agonist;INSULIN PURIFIED BEEF
agonist;INSULIN PURIFIED PORK
agonist;INSULIN SUSP ISOPHANE BEEF
agonist;INSULIN SUSP ISOPHANE BEEF/PORK
agonist;INSULIN SUSP ISOPHANE PURIFIED BEEF
agonist;INSULIN SUSP ISOPHANE PURIFIED PORK
agonist;INSULIN SUSP ISOPHANE RECOMBINANT HUMAN
agonist;INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN
agonist;INSULIN SUSP PROTAMINE ZINC BEEF/PORK
agonist;INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF
agonist;INSULIN SUSP PROTAMINE ZINC PURIFIED PORK
agonist;INSULIN ZINC SUSP BEEF
agonist;INSULIN ZINC SUSP EXTENDED BEEF
agonist;INSULIN ZINC SUSP EXTENDED PURIFIED BEEF
agonist;INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN
agonist;INSULIN ZINC SUSP PROMPT BEEF
agonist;INSULIN ZINC SUSP PROMPT PURIFIED PORK
agonist;INSULIN ZINC SUSP PURIFIED BEEF
agonist;INSULIN ZINC SUSP PURIFIED BEEF/PORK
agonist;INSULIN ZINC SUSP PURIFIED PORK
agonist;INSULIN ZINC SUSP RECOMBINANT HUMAN
agonist;INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN
modulator;INT131
partial agonist;INT131
antagonist;INTEPIRDINE
agonist;INTERFERON ALFA-2A
agonist;INTERFERON ALFA-2B
agonist;INTERFERON ALFACON-1
agonist;INTERFERON ALFA-N3
agonist;INTERFERON BETA-1A
agonist;INTERFERON BETA-1B
agonist;INTERFERON GAMMA-1B
binder;INTERFERON GAMMA-1B
agonist;INTERLEUKIN 15, RECOMBINANT NON-GLYCOSYLATED
agonist;INTERLEUKIN-10
antagonist;INTETUMUMAB
substrate;IODINE
antagonist;IODOPHENPROPIT
agonist;IODOPROXYFAN
antagonist;IPAFRICEPT
inhibitor;IPATASERTIB
inhibitor;IPH-2101
antibody;IPILIMUMAB
inhibitor;IPILIMUMAB
inhibitor;IPRAGLIFLOZIN
antagonist;IPRATROPIUM
antagonist;IPRATROPIUM BROMIDE
agonist;IPSAPIRONE
antagonist;IRALUKAST
antagonist;IRAMPANEL
blocker;IRAMPANEL
antagonist;IRBESARTAN
inhibitor;IRBESARTAN
antagonist;IRDABISANT
inhibitor;IRINOTECAN
inhibitor;IRINOTECAN HYDROCHLORIDE HYDRATE
inhibitor;IRINOTECAN SUCROSOFATE
inhibitor;IROSUSTAT
agonist;IRX-4204
antagonist;IRX4310
antibody;ISATUXIMAB
inhibitor;ISATUXIMAB
inhibitor;ISAVUCONAZOLE
antibody;ISCALIMAB
inhibitor;ISCHEMIN
antagonist;ISOBUTYLMETHYLXANTHINE
inhibitor;ISOCARBOXAZID
agonist;ISOETHARINE
agonist;ISOETHARINE HYDROCHLORIDE
agonist;ISOETHARINE MESYLATE
agonist;ISOFLAVONE
activator;ISOFLURANE
agonist;ISOFLURANE
antagonist;ISOFLURANE
inducer;ISOFLURANE
inhibitor;ISOFLURANE
positive modulator;ISOFLURANE
inhibitor;ISOFLUROPHATE
inhibitor;ISOGRANULATIMIDE
agonist;ISOGUVACINE
agonist;ISOMETHEPTENE
inhibitor;ISOMETHEPTENE
antagonist;ISOPROPAMIDE
antagonist;ISOPROPAMIDE IODIDE
agonist;ISOPROTERENOL
inducer;ISOPROTERENOL
agonist;ISOPROTERENOL HYDROCHLORIDE
blocker;ISOSAKUTANETIN
activator;ISOSORBIDE DINITRATE
activator;ISOSORBIDE MONONITRATE
antagonist;ISOTHIPENDYL
agonist;ISOTRETINOIN
activator;ISOVELLERAL
inhibitor;ISPINESIB
partial agonist;ISPRONICLINE
blocker;ISRADIPINE
inhibitor;ISRADIPINE
antagonist;ISRAPAFANT
antibody;ISTIRATUMAB
antagonist;ISTRADEFYLLINE
inhibitor;ITACITINIB
antibody;ITOLIZUMAB
inhibitor;ITOPRIDE
inhibitor;ITRACONAZOLE
antagonist;ITRIGLUMIDE
antagonist;ITURELIX
blocker;IVABRADINE
inhibitor;IVABRADINE
blocker;IVABRADINE HYDROCHLORIDE
activator;IVACAFTOR
potentiator;IVACAFTOR
agonist;IVERMECTIN
allosteric modulator;IVERMECTIN
inhibitor;IVOSIDENIB
inhibitor;IXABEPILONE
inhibitor;IXAZOMIB
inhibitor;IXAZOMIB CITRATE
antibody;IXEKIZUMAB
inhibitor;IXEKIZUMAB
antagonist;J-113,397
inhibitor;JI-101
antagonist;JNJ-17216498
antagonist;JNJ-18038683
inhibitor;JNJ-26483327
antagonist;JNJ-37822681
inhibitor;JNJ-38877605
positive modulator;JNJ-39393406
allosteric modulator;JNJ-40411813
inhibitor;JNJ-42165279
antagonist;JNJ-5207852
antibody;JNJ-61186372
inhibitor;JNJ-7706621
antagonist;JTE-151
antagonist;JTS-653
allosteric modulator;K-252A
agonist;K-877
agonist;KASSININ
inhibitor;KC-706
agonist;KD3010
negative modulator;KELIXIMAB
inhibitor;KENPAULLONE
agonist;KETAMINE
agonist,partial agonist;KETAMINE
antagonist;KETAMINE
binder;KETAMINE
blocker;KETAMINE
inhibitor;KETAMINE
potentiator;KETAMINE
antagonist;KETANSERIN
inhibitor;KETANSERIN
inverse agonist;KETANSERIN
ligand;KETAZOLAM
positive modulator;KETAZOLAM
agonist;KETOBEMIDONE
antagonist;KETOBEMIDONE
antagonist;KETOCONAZOLE
binder;KETOCONAZOLE
blocker;KETOCONAZOLE
inhibitor;KETOCONAZOLE
inhibitor;KETOPROFEN
inhibitor;KETOROLAC
inhibitor;KETOROLAC TROMETHAMINE
antagonist;KETOTIFEN
inhibitor;KETOTIFEN
antagonist;KETOTIFEN FUMARATE
agonist;KISSPEPTIN-10
inhibitor;KRN-633
agonist;KRP203
inhibitor;KU-55933
inhibitor;KW-2449
inhibitor;KW-2450
inhibitor;KX2-361
inhibitor;KX2-391
inhibitor;KZR-616
agonist;L-165461
inhibitor;L-21649
antagonist;L-365260
antagonist;L-740093
antagonist;L-765314
agonist;L-796449
antagonist;LABETALOL
antagonist;LABETALOL HYDROCHLORIDE
antibody;LABETUZUMAB
inhibitor;LABETUZUMAB
agonist;LABRADIMIL
antagonist;LACIDIPINE
modulator;LADARIXIN
agonist;L-ALANINE
adduct;LAMIVUDINE
agonist,inhibitor;LAMOTRIGINE
antagonist;LAMOTRIGINE
antagonist,inducer;LAMOTRIGINE
blocker;LAMOTRIGINE
inhibitor;LAMOTRIGINE
antibody;LAMPALIZUMAB
inhibitor;LANABECESTAT
antibody;LANADELUMAB
inhibitor;LANADELUMAB
inhibitor;LANDOGROZUMAB
antagonist;LANEPITANT
blocker;LANICEMINE
inhibitor;LANRAPLENIB
agonist;LANREOTIDE
agonist;LANREOTIDE ACETATE
inhibitor;LANSOPRAZOLE
inhibitor;LAPAQUISTAT ACETATE
antagonist;LAPATINIB
inhibitor;LAPATINIB
inhibitor;LAPATINIB DITOSYLATE
partial agonist;LARAZOTIDE ACETATE
antagonist;LAROPIPRANT
inhibitor;LAROTRECTINIB
antagonist;LAS101057
agonist;LAS190792
antagonist;LAS190792
agonist;LASMIDITAN
agonist;LASOFOXIFENE
inverse agonist;LASOFOXIFENE
negative modulator,agonist,antagonist;LASOFOXIFENE
agonist;LATANOPROST
agonist;LATANOPROSTENE BUNOD
inhibitor;LATRUNCULIN A
inhibitor;LAZABEMIDE
agonist;L-CITRULLINE
product of;L-CITRULLINE
antagonist;LCL-161
inhibitor;LCL-161
inhibitor;LEBRIKIZUMAB
antagonist;LECOZOTAN HYDROCHLORIDE
agonist;LEFLUNOMIDE
antagonist;LEFLUNOMIDE
inhibitor;LEFLUNOMIDE
antagonist;LEMBOREXANT
agonist;LENABASUM
antagonist;LENALIDOMIDE
inhibitor;LENALIDOMIDE
negative modulator;LENALIDOMIDE
inhibitor;LENERCEPT
inhibitor;LENIOLISIB
agonist;LENOGRASTIM
inhibitor;LENVATINIB
inhibitor;LENVATINIB MESYLATE
inhibitor;LENZILUMAB
inhibitor;LEO-15520
inhibitor;LEPIRUDIN
antagonist;LEQ506
inhibitor;LERCANIDIPINE
inhibitor;LERDELIMUMAB
inhibitor;LEROCICLIB
antagonist;LERONLIMAB
antibody;LERONLIMAB
inhibitor;LESINURAD
agonist;LESOGABERAN
inhibitor;LESTAURTINIB
inhibitor;LETAXABAN
antagonist;LETROZOLE
inhibitor;LETROZOLE
activator;LEUKOTRIENE_B4
agonist;LEUPROLIDE
agonist;LEUPROLIDE ACETATE
agonist;LEVALBUTEROL HYDROCHLORIDE
antagonist;LEVALLORPHAN
partial agonist;LEVALLORPHAN
antagonist;LEVALLORPHAN TARTRATE
partial agonist;LEVALLORPHAN TARTRATE
agonist;LEVAMISOLE
inhibitor;LEVAMISOLE
agonist;LEVAMLODIPINE
antagonist;LEVAMLODIPINE
agonist;LEVETIRACETAM
blocker;LEVETIRACETAM
inhibitor;LEVETIRACETAM
modulator;LEVETIRACETAM
antagonist;LEVOBETAXOLOL
antagonist;LEVOBETAXOLOL HYDROCHLORIDE
antagonist;LEVOBUNOLOL
antagonist;LEVOBUNOLOL HYDROCHLORIDE
inhibitor;LEVOBUPIVACAINE
blocker;LEVOBUPIVACAINE HYDROCHLORIDE
agonist;LEVOCABASTINE
antagonist;LEVOCABASTINE
partial antagonist;LEVOCABASTINE
antagonist;LEVOCABASTINE HYDROCHLORIDE
activator;LEVOCARNITINE
antagonist,inhibitor;LEVOCETIRIZINE
antagonist;LEVOCETIRIZINE DIHYDROCHLORIDE
agonist;LEVODOPA
agonist;LEVOMENTHOL
antagonist;LEVOMENTHOL
inducer;LEVOMENTHOL
antagonist;LEVOMEPROMAZINE
agonist;LEVOMETHADYL ACETATE
antagonist;LEVOMETHADYL ACETATE
agonist;LEVOMETHADYL ACETATE HYDROCHLORIDE
inhibitor;LEVOMILNACIPRAN
inhibitor;LEVOMILNACIPRAN HYDROCHLORIDE
agonist;LEVONORDEFRIN
agonist;LEVONORGESTREL
binder;LEVONORGESTREL
binder,inhibitor;LEVONORGESTREL
inhibitor;LEVONORGESTREL
modulator;LEVONORGESTREL
agonist;LEVORPHANOL
blocker;LEVORPHANOL
agonist;LEVORPHANOL TARTRATE
agonist;LEVOSALBUTAMOL
inducer;LEVOSIMENDAN
inhibitor;LEVOSIMENDAN
potentiator;LEVOSIMENDAN
agonist;LEVOTHYROXINE
agonist;LEVOTHYROXINE SODIUM
agonist;LEXACALCITOL
antibody;LEXATUMUMAB
inhibitor;LEXIBULIN
modulator;LGD-2941
inhibitor;LGH-447
inhibitor;LGX-806
agonist;LH (MENOTROPINS)
inhibitor;LIAFENSINE
inhibitor;LICOGLIFLOZIN
antagonist;LIDOCAINE
blocker;LIDOCAINE
inhibitor;LIDOCAINE
blocker;LIDOCAINE HYDROCHLORIDE
inhibitor;LIDORESTAT
inhibitor;LIFIRAFENIB
antagonist;LIFITEGRAST
antibody;LIGELIZUMAB
inhibitor;LIGELIZUMAB
agonist;LIMAPROST
agonist;LINACLOTIDE
inhibitor;LINAGLIPTIN
antagonist;LINDANE
inhibitor;LINEZOLID
inhibitor;LINIFANIB
agonist;LINOLENIC ACID
inhibitor;LINOLENIC ACID
ligand;LINOLENIC ACID
substrate;LINOLENIC ACID
inhibitor;LINOPIRDINE
inhibitor;LINRODOSTAT
inhibitor;LINSITINIB
antagonist;LINTITRIPT
antibody;LINTUZUMAB
antagonist;LINZAGOLIX
agonist;LIOTHYRONINE
antagonist;LIOTHYRONINE
agonist;LIOTHYRONINE SODIUM
agonist;LIOTRIX
agonist;LIPEGFILGRASTIM
agonist;LIQUIRTIGENIN
blocker;LIQUIRTIGENIN
agonist;LIRAGLUTIDE
inhibitor;LIRILUMAB
agonist;LISDEXAMFETAMINE
inhibitor;LISDEXAMFETAMINE DIMESYLATE
inhibitor;LISINOPRIL
inhibitor;LISINOPRIL HYDRATE
agonist;LISURIDE
antagonist;LISURIDE
inhibitor;LITHIUM CARBONATE
inhibitor;LITHIUM CITRATE
inhibitor;LITHIUM ION
potentiator;LITHIUM ION
inhibitor;LITRONESIB
agonist;LIXISENATIDE
antagonist;LIXIVAPTAN
activator;LOBEGLITAZONE
agonist;LODOXAMIDE
inhibitor;LOFEPRAMINE
agonist;LOFEXIDINE
inhibitor;LOMEFLOXACIN
inhibitor;LOMERIZINE
antagonist;LOMITAPIDE
inhibitor;LOMITAPIDE MESYLATE
antagonist;LOMUSTINE
modulator;LOMUSTINE
inhibitor;LONAFARNIB
antagonist;LONAPRISAN
agonist;LOPERAMIDE
inhibitor;LOPERAMIDE
modulator;LOPERAMIDE
agonist;LOPERAMIDE HYDROCHLORIDE
ligand;LOPRAZOLAM
positive modulator;LOPRAZOLAM
antagonist;LORATADINE
inhibitor;LORATADINE
allosteric modulator;LORAZEPAM
ligand;LORAZEPAM
positive modulator;LORAZEPAM
agonist;LORCASERIN
agonist;LORCASERIN HYDROCHLORIDE
inhibitor;LORECIVIVINT
positive modulator;LOREDIPLON
antagonist;LORGLUMIDE
inhibitor;LORLATINIB
ligand;LORMETAZEPAM
positive modulator;LORMETAZEPAM
inhibitor;LORNOXICAM
antagonist;LORPIPRAZOLE
antagonist;LOSARTAN
antagonist;LOSARTAN POTASSIUM
inhibitor;LOSMAPIMOD
agonist;LOTEPREDNOL ETABONATE
agonist;LOVASTATIN
inhibitor;LOVASTATIN
inhibitory allosteric modulator;LOVASTATIN
activator;LOXAPINE
antagonist;LOXAPINE
binder;LOXAPINE
antagonist;LOXAPINE HYDROCHLORIDE
antagonist;LOXAPINE SUCCINATE
antagonist;LOXOPROFEN
agonist;LOXORIBINE
inhibitor;LS-104
activator;LUBIPROSTONE
inducer;LUBIPROSTONE
inhibitor;LUCANTHONE
negative modulator;LUCANTHONE
inhibitor;LUCITANIB
modulator;LUMACAFTOR
antagonist;LUMATEPERONE
inhibitor;LUMATEPERONE
partial agonist;LUMATEPERONE
antagonist;LUMILIXIMAB
inhibitor;LUMINESPIB
inhibitor;LUMIRACOXIB
agonist;LUNACALCIPOL
antagonist;LURASIDONE
antagonist;LURASIDONE HYDROCHLORIDE
