gene_name;drug_name
NR1I2;THEONELLASTEROL H
ADORA1;THEOPHYLLINE
ADORA1;THEOPHYLLINE
ADORA1;THEOPHYLLINE
ADORA1;THEOPHYLLINE
ADORA1;THEOPHYLLINE
ADORA2A;THEOPHYLLINE
ADORA2A;THEOPHYLLINE
ADORA2A;THEOPHYLLINE
ADORA2A;THEOPHYLLINE
ADORA2B;THEOPHYLLINE
ADORA2B;THEOPHYLLINE
ADORA2B;THEOPHYLLINE
ADORA2B;THEOPHYLLINE
ADORA2B;THEOPHYLLINE
ADORA2B;THEOPHYLLINE
ADORA3;THEOPHYLLINE
ADORA3;THEOPHYLLINE
CPNE1;THEOPHYLLINE
CYP1A2;THEOPHYLLINE
CYP2E1;THEOPHYLLINE
CYP3A4;THEOPHYLLINE
EHMT2;THEOPHYLLINE
HDAC2;THEOPHYLLINE
HM13;THEOPHYLLINE
IFNG;THEOPHYLLINE
IL2RA;THEOPHYLLINE
ITGAM;THEOPHYLLINE
MAPKAPK2;THEOPHYLLINE
MPO;THEOPHYLLINE
NOMO1;THEOPHYLLINE
NOS1;THEOPHYLLINE
NOS2;THEOPHYLLINE
PARP1;THEOPHYLLINE
PDE3A;THEOPHYLLINE
PDE3A;THEOPHYLLINE
PDE3A;THEOPHYLLINE
PDE3A;THEOPHYLLINE
PDE3B;THEOPHYLLINE
PDE4A;THEOPHYLLINE
PDE4A;THEOPHYLLINE
PDE4A;THEOPHYLLINE
PDE4A;THEOPHYLLINE
PDE4B;THEOPHYLLINE
PDE4B;THEOPHYLLINE
PDE4B;THEOPHYLLINE
PDE4B;THEOPHYLLINE
PDE4C;THEOPHYLLINE
PDE4D;THEOPHYLLINE
PDE5A;THEOPHYLLINE
PDE5A;THEOPHYLLINE
PDE5A;THEOPHYLLINE
PRKAR2B;THEOPHYLLINE
RIC3;THEOPHYLLINE
TTLL3;THEOPHYLLINE
XDH;THEOPHYLLINE
ADORA1;THEOPHYLLINE SODIUM GLYCINATE
ADORA2A;THEOPHYLLINE SODIUM GLYCINATE
ADORA2B;THEOPHYLLINE SODIUM GLYCINATE
ADORA3;THEOPHYLLINE SODIUM GLYCINATE
PDE3A;THEOPHYLLINE SODIUM GLYCINATE
PDE3B;THEOPHYLLINE SODIUM GLYCINATE
PDE4A;THEOPHYLLINE SODIUM GLYCINATE
PDE4B;THEOPHYLLINE SODIUM GLYCINATE
PDE4C;THEOPHYLLINE SODIUM GLYCINATE
PDE4D;THEOPHYLLINE SODIUM GLYCINATE
AHR;THIABENDAZOLE
BRCA1;THIABENDAZOLE
CYP1A2;THIABENDAZOLE
HSPA4;THIABENDAZOLE
SMN1;THIABENDAZOLE
SMN2;THIABENDAZOLE
CHRFAM7A;THIACLOPRID
NFE2L2;THIAMINE
TPK1;THIAMINE
GABRA1;THIAMYLAL
GABRA1;THIAMYLAL
GABRA1;THIAMYLAL
GABRG3;THIAMYLAL
KCNJ11;THIAMYLAL
KCNJ11;THIAMYLAL
KCNJ11;THIAMYLAL
KCNJ8;THIAMYLAL
KCNJ8;THIAMYLAL
KCNJ8;THIAMYLAL
CYP3A4;THIAMYLAL SODIUM
GABRA1;THIAMYLAL SODIUM
GABRA2;THIAMYLAL SODIUM
GABRA3;THIAMYLAL SODIUM
GABRA4;THIAMYLAL SODIUM
GABRA5;THIAMYLAL SODIUM
GABRA6;THIAMYLAL SODIUM
GABRB1;THIAMYLAL SODIUM
GABRB2;THIAMYLAL SODIUM
GABRB3;THIAMYLAL SODIUM
GABRD;THIAMYLAL SODIUM
GABRE;THIAMYLAL SODIUM
GABRG1;THIAMYLAL SODIUM
GABRG2;THIAMYLAL SODIUM
GABRG3;THIAMYLAL SODIUM
GABRP;THIAMYLAL SODIUM
GABRQ;THIAMYLAL SODIUM
PPARG;THIAZOLIDINEDIONE
AR;THIDIAZURON
CHRM1;THIETHYLPERAZINE
CHRM1;THIETHYLPERAZINE
CHRM2;THIETHYLPERAZINE
CHRM2;THIETHYLPERAZINE
CHRM3;THIETHYLPERAZINE
CHRM3;THIETHYLPERAZINE
CHRM4;THIETHYLPERAZINE
CHRM4;THIETHYLPERAZINE
CHRM5;THIETHYLPERAZINE
CHRM5;THIETHYLPERAZINE
DRD1;THIETHYLPERAZINE
DRD1;THIETHYLPERAZINE
DRD2;THIETHYLPERAZINE
DRD2;THIETHYLPERAZINE
DRD2;THIETHYLPERAZINE
DRD2;THIETHYLPERAZINE
DRD4;THIETHYLPERAZINE
DRD4;THIETHYLPERAZINE
HRH1;THIETHYLPERAZINE
HRH1;THIETHYLPERAZINE
HTR2A;THIETHYLPERAZINE
HTR2A;THIETHYLPERAZINE
HTR2C;THIETHYLPERAZINE
HTR2C;THIETHYLPERAZINE
BAZ2B;THIETHYLPERAZINE MALATE
DRD2;THIETHYLPERAZINE MALATE
EHMT2;THIETHYLPERAZINE MALATE
GFER;THIETHYLPERAZINE MALATE
IDH1;THIETHYLPERAZINE MALATE
KDM4A;THIETHYLPERAZINE MALATE
PLIN1;THIETHYLPERAZINE MALATE
RAD52;THIETHYLPERAZINE MALATE
DRD2;THIETHYLPERAZINE MALEATE
ALDH1A1;THIMEROSAL
ALOX15;THIMEROSAL
ALOX15B;THIMEROSAL
AR;THIMEROSAL
ATXN2;THIMEROSAL
CASP6;THIMEROSAL
FEN1;THIMEROSAL
FXYD2;THIMEROSAL
GMNN;THIMEROSAL
HPGD;THIMEROSAL
HSD17B10;THIMEROSAL
HSP90AA1;THIMEROSAL
HTT;THIMEROSAL
IDH1;THIMEROSAL
KDM4A;THIMEROSAL
MAPK1;THIMEROSAL
MTR;THIMEROSAL
NR1H4;THIMEROSAL
NTSR1;THIMEROSAL
PLK1;THIMEROSAL
RXRA;THIMEROSAL
SLC7A11;THIMEROSAL
SMAD3;THIMEROSAL
TLR9;THIMEROSAL
TP53;THIMEROSAL
VDR;THIMEROSAL
NOS2;THIOCITRULLINE
GABRA1;THIOCOLCHICOSIDE
GABRA1;THIOCOLCHICOSIDE
GABRB2;THIOCOLCHICOSIDE
GABRG2;THIOCOLCHICOSIDE
GLRA1;THIOCOLCHICOSIDE
GLRA1;THIOCOLCHICOSIDE
GLRB;THIOCOLCHICOSIDE
TNFSF11;THIOCOLCHICOSIDE
HEXA;THIOCORALINE
SLC2A1;THIOCTIC ACID
NFE2L2;THIOCYCLAM HYDROGEN OXALATE
LGALS1;THIODIGALACTOSIDE
NCAN;THIODIGALACTOSIDE
ABCC4;THIOGUANINE
ACHE;THIOGUANINE
AR;THIOGUANINE
BMP7;THIOGUANINE
DOK5;THIOGUANINE
EHMT2;THIOGUANINE
GATA3;THIOGUANINE
GDA;THIOGUANINE
GGH;THIOGUANINE
HBB;THIOGUANINE
HPGD;THIOGUANINE
IDH1;THIOGUANINE
IMPDH1;THIOGUANINE
IMPDH1;THIOGUANINE
IMPDH2;THIOGUANINE
IMPDH2;THIOGUANINE
KDM4A;THIOGUANINE
LINC00251;THIOGUANINE
MGMT;THIOGUANINE
MYC;THIOGUANINE
NAT1;THIOGUANINE
NFE2L2;THIOGUANINE
NT5C2;THIOGUANINE
NUDT15;THIOGUANINE
NUDT15;THIOGUANINE
NUDT15;THIOGUANINE
PAX8;THIOGUANINE
PRPS1;THIOGUANINE
TPM3;THIOGUANINE
TPMT;THIOGUANINE
TPMT;THIOGUANINE
EHMT2;THIOGUANOSINE
IDH1;THIOGUANOSINE
KDM4A;THIOGUANOSINE
PAX8;THIOGUANOSINE
PLK1;THIOGUANOSINE
ATAD5;THIOINOSINE
EHMT2;THIOINOSINE
HBB;THIOINOSINE
KDM4A;THIOINOSINE
NFE2L2;THIOINOSINE
SMAD3;THIOINOSINE
APEX1;THIOLACTOMYCIN
MPHOSPH8;THIOLACTOMYCIN
POLB;THIOLACTOMYCIN
POLH;THIOLACTOMYCIN
RECQL;THIOLACTOMYCIN
MAPT;THIOLUTIN
VDR;THIOLUTIN
CHRM3;THIOPENTAL
CHRNA4;THIOPENTAL
CHRNA4;THIOPENTAL
CHRNA4;THIOPENTAL
CHRNA7;THIOPENTAL
CHRNA7;THIOPENTAL
CHRNA7;THIOPENTAL
FAAH;THIOPENTAL
FAAH;THIOPENTAL
GABRA1;THIOPENTAL
GABRA1;THIOPENTAL
GABRA1;THIOPENTAL
GABRA2;THIOPENTAL
GABRA2;THIOPENTAL
GABRA2;THIOPENTAL
GABRA3;THIOPENTAL
GABRA3;THIOPENTAL
GABRA3;THIOPENTAL
GABRA4;THIOPENTAL
GABRA4;THIOPENTAL
GABRA4;THIOPENTAL
GABRA5;THIOPENTAL
GABRA5;THIOPENTAL
GABRA5;THIOPENTAL
GABRA6;THIOPENTAL
GABRA6;THIOPENTAL
GABRA6;THIOPENTAL
GRIA2;THIOPENTAL
GRIA2;THIOPENTAL
GRIA2;THIOPENTAL
GRIK2;THIOPENTAL
GRIK2;THIOPENTAL
GRIK2;THIOPENTAL
CYP3A4;THIOPENTAL SODIUM
GABRA1;THIOPENTAL SODIUM
GABRA2;THIOPENTAL SODIUM
GABRA3;THIOPENTAL SODIUM
GABRA4;THIOPENTAL SODIUM
GABRA5;THIOPENTAL SODIUM
GABRA6;THIOPENTAL SODIUM
GABRB1;THIOPENTAL SODIUM
GABRB2;THIOPENTAL SODIUM
GABRB3;THIOPENTAL SODIUM
GABRD;THIOPENTAL SODIUM
GABRE;THIOPENTAL SODIUM
GABRG1;THIOPENTAL SODIUM
GABRG2;THIOPENTAL SODIUM
GABRG3;THIOPENTAL SODIUM
GABRP;THIOPENTAL SODIUM
GABRQ;THIOPENTAL SODIUM
CYP1A2;THIOPERAMIDE
CYP2C19;THIOPERAMIDE
CYP2C9;THIOPERAMIDE
CYP2D6;THIOPERAMIDE
CYP3A4;THIOPERAMIDE
HRH3;THIOPERAMIDE
HRH4;THIOPERAMIDE
HRH4;THIOPERAMIDE
ALDH1A1;THIOPHANATE METHYL
HSD17B10;THIOPHANATE METHYL
NFE2L2;THIOPHANATE METHYL
AR;THIOPHENE
ANXA5;THIOPROLINE
ADRA1A;THIOPROPERAZINE
ADRA1B;THIOPROPERAZINE
DRD1;THIOPROPERAZINE
DRD2;THIOPROPERAZINE
HTR1A;THIOPROPERAZINE
HTR2A;THIOPROPERAZINE
EHMT2;THIOPROPERAZINE MESYLATE
IDH1;THIOPROPERAZINE MESYLATE
ADRA1A;THIORIDAZINE
ADRA1A;THIORIDAZINE
ADRA1A;THIORIDAZINE
ADRA1B;THIORIDAZINE
ATXN2;THIORIDAZINE
CBX1;THIORIDAZINE
CYP1A2;THIORIDAZINE
CYP2D6;THIORIDAZINE
CYP2D6;THIORIDAZINE
CYP2J2;THIORIDAZINE
DRD1;THIORIDAZINE
DRD1;THIORIDAZINE
DRD1;THIORIDAZINE
DRD1;THIORIDAZINE
DRD1;THIORIDAZINE
DRD2;THIORIDAZINE
DRD2;THIORIDAZINE
DRD2;THIORIDAZINE
DRD2;THIORIDAZINE
DRD2;THIORIDAZINE
DRD3;THIORIDAZINE
DRD4;THIORIDAZINE
DRD5;THIORIDAZINE
EHMT2;THIORIDAZINE
HRH1;THIORIDAZINE
HTR1A;THIORIDAZINE
HTR2A;THIORIDAZINE
HTR2A;THIORIDAZINE
HTR2A;THIORIDAZINE
HTR2A;THIORIDAZINE
HTR2A;THIORIDAZINE
HTR2C;THIORIDAZINE
HTR2C;THIORIDAZINE
HTR6;THIORIDAZINE
HTR7;THIORIDAZINE
KCNH2;THIORIDAZINE
KCNH2;THIORIDAZINE
PPARD;THIORIDAZINE
ATXN2;THIORIDAZINE HYDROCHLORIDE
BAZ2B;THIORIDAZINE HYDROCHLORIDE
DRD2;THIORIDAZINE HYDROCHLORIDE
DRD3;THIORIDAZINE HYDROCHLORIDE
DRD4;THIORIDAZINE HYDROCHLORIDE
EHMT2;THIORIDAZINE HYDROCHLORIDE
HTR2A;THIORIDAZINE HYDROCHLORIDE
HTR2C;THIORIDAZINE HYDROCHLORIDE
IDH1;THIORIDAZINE HYDROCHLORIDE
KCNH2;THIORIDAZINE HYDROCHLORIDE
KDM4A;THIORIDAZINE HYDROCHLORIDE
MPHOSPH8;THIORIDAZINE HYDROCHLORIDE
NPSR1;THIORIDAZINE HYDROCHLORIDE
RAD52;THIORIDAZINE HYDROCHLORIDE
TP53;THIORIDAZINE HYDROCHLORIDE
MME;THIORPHAN
MME;THIORPHAN
NFE2L2;THIORPHAN
EHMT2;THIOSALICYLIC ACID
AR;THIOSEMICARBAZIDE
PPARD;THIOSEMICARBAZIDE
ALDH1A1;THIOTEPA
AR;THIOTEPA
CYP2B6;THIOTEPA
CYP2B6;THIOTEPA
EHMT2;THIOTEPA
GMNN;THIOTEPA
GSTP1;THIOTEPA
HPGD;THIOTEPA
VDR;THIOTEPA
ATXN2;THIOTHIXENE
DRD1;THIOTHIXENE
DRD2;THIOTHIXENE
DRD2;THIOTHIXENE
DRD2;THIOTHIXENE
HRH1;THIOTHIXENE
HTR2A;THIOTHIXENE
HTR2A;THIOTHIXENE
HTR2A;THIOTHIXENE
IDH1;THIOTHIXENE
DRD2;THIOTHIXENE HYDROCHLORIDE
EHMT2;THIOTHIXENE HYDROCHLORIDE
HTR2A;THIOTHIXENE HYDROCHLORIDE
EDN1;THIOURACIL
NOS1;THIOURACIL
VDR;THIPHENAMIL
ALDH1A1;THIRAM
AR;THIRAM
ATXN2;THIRAM
BBOX1;THIRAM
CYP3A4;THIRAM
EHMT2;THIRAM
GAPDH;THIRAM
GMNN;THIRAM
HPGD;THIRAM
HSD17B10;THIRAM
HSP90AA1;THIRAM
HTT;THIRAM
JAK2;THIRAM
KAT2A;THIRAM
KCNH2;THIRAM
KDM4E;THIRAM
MDM2;THIRAM
NFE2L2;THIRAM
PKM;THIRAM
PLK1;THIRAM
RORC;THIRAM
RXRA;THIRAM
VDR;THIRAM
ATP6V1C1;THONZONIUM
CYP2D6;THONZONIUM
USP1;THONZONIUM
APAF1;THONZONIUM BROMIDE
AR;THONZONIUM BROMIDE
ATXN2;THONZONIUM BROMIDE
HSP90AA1;THONZONIUM BROMIDE
IDH1;THONZONIUM BROMIDE
NFE2L2;THONZONIUM BROMIDE
TMPRSS15;THONZONIUM BROMIDE
UBE2N;THONZONIUM BROMIDE
USP2;THONZONIUM BROMIDE
CHRM1;THONZYLAMINE
CHRM2;THONZYLAMINE
CHRM3;THONZYLAMINE
CHRM4;THONZYLAMINE
CHRM5;THONZYLAMINE
HRH1;THONZYLAMINE
TARS;THREONINE
TARS2;THREONINE
A2M;THROMBIN
CAST;THROMBIN
CD38;THROMBIN
COL18A1;THROMBIN
CTGF;THROMBIN
DES;THROMBIN
F10;THROMBIN
F11;THROMBIN
F11;THROMBIN
F13A1;THROMBIN
F13B;THROMBIN
F2R;THROMBIN
F2R;THROMBIN
F2RL3;THROMBIN
F5;THROMBIN
F5;THROMBIN
F8;THROMBIN
F8;THROMBIN
FAS;THROMBIN
FGA;THROMBIN
FGB;THROMBIN
FGG;THROMBIN
FOS;THROMBIN
HPSE;THROMBIN
IFNG;THROMBIN
IGF1R;THROMBIN
ITGA2B;THROMBIN
ITGAL;THROMBIN
LIF;THROMBIN
MYC;THROMBIN
ROCK2;THROMBIN
SERPINA5;THROMBIN
TGM2;THROMBIN
TPSAB1;THROMBIN
F2;THROMBOMODULIN ALFA
F5;THROMBOMODULIN ALFA
GMNN;THUNBERGINOL A
POLH;THUNBERGINOL A
RACGAP1;THUNBERGINOL A
ALPI;THUNBERGINOL B
ALPL;THUNBERGINOL B
FEN1;THUNBERGINOL B
FGF22;THUNBERGINOL B
GLS;THUNBERGINOL B
POLH;THUNBERGINOL B
POLI;THUNBERGINOL B
RACGAP1;THUNBERGINOL B
TP53;THUNBERGINOL B
WRN;THUNBERGINOL B
ATAD5;THUNBERGINOL E
BRCA1;THUNBERGINOL E
PTMA;THYMALFASIN
ABCC1;THYMIDINE
CHEK1;THYMIDINE
SLC28A1;THYMIDINE
SLC28A2;THYMIDINE
SLC2A1;THYMIDINE
TK2;THYMIDINE
DTYMK;THYMIDINE MONOPHOSPHATE
TYMS;THYMIDINE MONOPHOSPHATE
TYMS;THYMIDINE MONOPHOSPHATE
IL2;THYMOCTONAN
TRPA1;THYMOL
EHMT2;THYMOL IODIDE
VDR;THYMOL IODIDE
B2M;THYROGLOBULIN
BDNF;THYROGLOBULIN
IL1B;THYROGLOBULIN
THRA;THYROID
THRB;THYROID
FGF2;THYROTROPIN
GRP;THYROTROPIN
KCNJ3;THYROTROPIN
MYC;THYROTROPIN
TSHR;THYROTROPIN
TSHR;THYROTROPIN
TSHR;THYROTROPIN ALFA
TSHR;THYROTROPIN ALFA
ALDH1A1;THYROXINE
ALOX15;THYROXINE
GSR;THYROXINE
HEXB;THYROXINE
HSD17B10;THYROXINE
IL18;THYROXINE
IL2RA;THYROXINE
MPST;THYROXINE
NTRK1;THYROXINE
NTRK3;THYROXINE
PRKAA1;THYROXINE
TSHB;THYROXINE
ABAT;TIAGABINE
ABAT;TIAGABINE
SLC6A1;TIAGABINE
SLC6A1;TIAGABINE
SLC6A1;TIAGABINE
SLC6A1;TIAGABINE
SLC6A1;TIAGABINE
SLC6A1;TIAGABINE HYDROCHLORIDE
DRD3;TIANEPTINE
GRIA1;TIANEPTINE
HTR1A;TIANEPTINE
OPRM1;TIANEPTINE
OPRM1;TIANEPTINE
ADRA1A;TIAPRIDE
ADRA2A;TIAPRIDE
DRD2;TIAPRIDE
DRD2;TIAPRIDE
DRD3;TIAPRIDE
HTR1A;TIAPRIDE
SCN10A;TIAPRIDE
BRCA1;TIAPROFENIC ACID
PTGS1;TIAPROFENIC ACID
PTGS2;TIAPROFENIC ACID
IMPDH1;TIAZOFURIN
AR;TIBOLONE
ESR1;TIBOLONE
ESR1;TIBOLONE
NFE2L2;TIBOLONE
CYP2C19;TICAGRELOR
CYP2C19;TICAGRELOR
CYP3A4;TICAGRELOR
CYP3A43;TICAGRELOR
P2RY12;TICAGRELOR
P2RY12;TICAGRELOR
P2RY12;TICAGRELOR
P2RY12;TICAGRELOR
P2RY12;TICAGRELOR
PEAR1;TICAGRELOR
SLC29A1;TICAGRELOR
SLCO1B1;TICAGRELOR
UGT2B7;TICAGRELOR
HTR3A;TICALOPRIDE
HTR4;TICALOPRIDE
CSF2;TICARCILLIN
IL2;TICARCILLIN
CYP1A2;TICLOPIDINE
CYP2B6;TICLOPIDINE
CYP2B6;TICLOPIDINE
CYP2C19;TICLOPIDINE
CYP2C9;TICLOPIDINE
CYP2D6;TICLOPIDINE
CYP3A4;TICLOPIDINE
HLA-A;TICLOPIDINE
HLA-B;TICLOPIDINE
HLA-C;TICLOPIDINE
HLA-DQB1;TICLOPIDINE
HLA-DRB1;TICLOPIDINE
P2RY12;TICLOPIDINE
P2RY12;TICLOPIDINE
P2RY12;TICLOPIDINE
P2RY12;TICLOPIDINE
PTAFR;TICLOPIDINE
KDM4E;TICLOPIDINE HYDROCHLORIDE
P2RY12;TICLOPIDINE HYDROCHLORIDE
CYP1A2;TICRYNAFEN
CYP2D6;TICRYNAFEN
CYP3A4;TICRYNAFEN
GSK3A;TIDEGLUSIB
GSK3B;TIDEGLUSIB
GSK3B;TIDEGLUSIB
GSK3B;TIDEGLUSIB
GSK3B;TIDEGLUSIB
GSK3B;TIDEGLUSIB
TFPI;TIFACOGIN
OPRK1;TIFLUADOM
SERPINA5;TIFUVIRTIDE
MSMB;TIGAPOTIDE
RPSA;TIGAPOTIDE
TNFRSF10B;TIGATUZUMAB
TNFRSF10B;TIGATUZUMAB
NOS2;TILARGININE
IL12B;TILDRAKIZUMAB
IL23A;TILDRAKIZUMAB
IL23A;TILDRAKIZUMAB
IL23A;TILDRAKIZUMAB
IL37;TILDRAKIZUMAB
AR;TILIQUINOL
NFE2L2;TILIQUINOL
AR;TILNOPROFEN ARBAMEL
TLR9;TILSOTOLIMOD
IL1B;TILUDRONIC ACID
PTPN1;TILUDRONIC ACID
PTPN1;TILUDRONIC ACID
ADRB1;TIMOLOL
ADRB1;TIMOLOL
ADRB1;TIMOLOL
ADRB1;TIMOLOL
ADRB1;TIMOLOL
ADRB1;TIMOLOL
ADRB1;TIMOLOL
ADRB2;TIMOLOL
ADRB2;TIMOLOL
ADRB2;TIMOLOL
ADRB2;TIMOLOL
ADRB2;TIMOLOL
CYP2D6;TIMOLOL
CYP2D6;TIMOLOL
ADRB1;TIMOLOL MALEATE
ADRB2;TIMOLOL MALEATE
AOC3;TIMOLUMAB
AOC3;TIMOLUMAB
AOC3;TIMOLUMAB
NT5E;TINIDAZOLE
EHMT2;TINORIDINE
VDR;TINORIDINE
HTT;TINOSTAMUSTINE
CXCL12;TINZAPARIN
F10;TINZAPARIN
ITGA4;TINZAPARIN
SERPINC1;TINZAPARIN
SERPINC1;TINZAPARIN
SERPINC1;TINZAPARIN
SERPINC1;TINZAPARIN SODIUM
AR;TIOCONAZOLE
CYP51A1;TIOCONAZOLE
APP;TIOMOLIBDATE ION
ABCC1;TIOPRONIN
ALDH1A1;TIOPRONIN
HTR1A;TIOSPIRONE
HTR2C;TIOSPIRONE
HTR6;TIOSPIRONE
CYP2D6;TIOTIDINE
CYP3A4;TIOTIDINE
ADRB2;TIOTROPIUM
CHRM1;TIOTROPIUM
CHRM1;TIOTROPIUM
CHRM1;TIOTROPIUM
CHRM2;TIOTROPIUM
CHRM2;TIOTROPIUM
CHRM2;TIOTROPIUM
CHRM3;TIOTROPIUM
CHRM3;TIOTROPIUM
CHRM3;TIOTROPIUM
CHRM3;TIOTROPIUM
CHRM3;TIOTROPIUM
CHRM4;TIOTROPIUM
CHRM5;TIOTROPIUM
CYP2D6;TIOTROPIUM
CHRM3;TIOTROPIUM BROMIDE
ALPI;TIOXOLONE
ALPPL2;TIOXOLONE
AR;TIOXOLONE
NFE2L2;TIOXOLONE
VDR;TIOXOLONE
ALOX5;TIPELUKAST
PDE3A;TIPELUKAST
ABCB1;TIPIFARNIB
FDPS;TIPIFARNIB
FNTA;TIPIFARNIB
FNTA;TIPIFARNIB
FNTA;TIPIFARNIB
FNTB;TIPIFARNIB
FNTB;TIPIFARNIB
FNTB;TIPIFARNIB
FNTB;TIPIFARNIB
HRAS;TIPIFARNIB
HRAS;TIPIFARNIB
NF1;TIPIFARNIB
ERBB2;TIPIRACIL
TYMP;TIPIRACIL
TYMP;TIPIRACIL HYDROCHLORIDE
SERPINE1;TIPLASININ
MBP;TIPLIMOTIDE
CYP3A4;TIPRANAVIR
ELANE;TIPRELESTAT
PRTN3;TIPRELESTAT
BTK;TIRABRUTINIB
BTK;TIRABRUTINIB
BTK;TIRABRUTINIB
BTK;TIRABRUTINIB
NOS1;TIRAPAZAMINE
TOP2B;TIRAPAZAMINE
TP53;TIRAPAZAMINE
TNNC2;TIRASEMTIV
TNNC2;TIRASEMTIV
TNNI2;TIRASEMTIV
TNNT3;TIRASEMTIV
CYP2C9;TIRATRICOL
HIF1A;TIRATRICOL
NFE2L2;TIRATRICOL
THRA;TIRATRICOL
THRA;TIRATRICOL
THRB;TIRATRICOL
THRB;TIRATRICOL
THRB;TIRATRICOL
FGA;TIROFIBAN
FGB;TIROFIBAN
FGG;TIROFIBAN
ITGA2B;TIROFIBAN
ITGA2B;TIROFIBAN
ITGA2B;TIROFIBAN
ITGA2B;TIROFIBAN
ITGB3;TIROFIBAN
ITGB3;TIROFIBAN
ITGB3;TIROFIBAN
ITGB3;TIROFIBAN
ITGA2B;TIROFIBAN HYDROCHLORIDE
ITGB3;TIROFIBAN HYDROCHLORIDE
PPARG;TIROTUNDIN
CD19;TISAGENLECLEUCEL
CD19;TISAGENLECLEUCEL
CD19;TISAGENLECLEUCEL
CD19;TISAGENLECLEUCEL
MS4A1;TISAGENLECLEUCEL
PDCD1;TISLELIZUMAB
PDCD1;TISLELIZUMAB
PDCD1;TISLELIZUMAB
MET;TIVANTINIB
MET;TIVANTINIB
MET;TIVANTINIB
MET;TIVANTINIB
MET;TIVANTINIB
MET;TIVANTINIB
MET;TIVANTINIB
MET;TIVANTINIB
MET;TIVANTINIB
BRAF;TIVOZANIB
ERBB2;TIVOZANIB
FLT1;TIVOZANIB
FLT1;TIVOZANIB
FLT1;TIVOZANIB
FLT1;TIVOZANIB
FLT1;TIVOZANIB
FLT1;TIVOZANIB
FLT1;TIVOZANIB
FLT4;TIVOZANIB
FLT4;TIVOZANIB
FLT4;TIVOZANIB
FLT4;TIVOZANIB
FLT4;TIVOZANIB
FLT4;TIVOZANIB
FLT4;TIVOZANIB
KDR;TIVOZANIB
KDR;TIVOZANIB
KDR;TIVOZANIB
KDR;TIVOZANIB
KDR;TIVOZANIB
KDR;TIVOZANIB
KDR;TIVOZANIB
YES1;TIVOZANIB
HDAC2;TIXOCORTOL
NR3C1;TIXOCORTOL
ADRA1A;TIZANIDINE
ADRA2A;TIZANIDINE
ADRA2A;TIZANIDINE
ADRA2A;TIZANIDINE
ADRA2A;TIZANIDINE
ADRA2B;TIZANIDINE
ADRA2C;TIZANIDINE
AR;TIZANIDINE
NISCH;TIZANIDINE
ADRA2A;TIZANIDINE HYDROCHLORIDE
ADRA2B;TIZANIDINE HYDROCHLORIDE
ADRA2C;TIZANIDINE HYDROCHLORIDE
NPY4R;TM30339
NPY4R;TM30339
NPY4R;TM30339
NPY4R;TM30339
P2RX1;TNP-ATP
P2RX3;TNP-ATP
IL13;TNX-650
MT-RNR1;TOBRAMYCIN
RFWD2;TOCAINIDE
SCN5A;TOCAINIDE
SCN5A;TOCAINIDE
SCN5A;TOCAINIDE
SCN10A;TOCAINIDE HYDROCHLORIDE
SCN11A;TOCAINIDE HYDROCHLORIDE
SCN1A;TOCAINIDE HYDROCHLORIDE
SCN2A;TOCAINIDE HYDROCHLORIDE
SCN3A;TOCAINIDE HYDROCHLORIDE
SCN4A;TOCAINIDE HYDROCHLORIDE
SCN5A;TOCAINIDE HYDROCHLORIDE
SCN7A;TOCAINIDE HYDROCHLORIDE
SCN8A;TOCAINIDE HYDROCHLORIDE
SCN9A;TOCAINIDE HYDROCHLORIDE
CD69;TOCILIZUMAB
FCGR3A;TOCILIZUMAB
GALNT18;TOCILIZUMAB
IL6R;TOCILIZUMAB
IL6R;TOCILIZUMAB
IL6R;TOCILIZUMAB
IL6R;TOCILIZUMAB
IL6R;TOCILIZUMAB
IL6R;TOCILIZUMAB
IL6R;TOCILIZUMAB
ALOX5;TOCOPHEROL ACETATE
AR;TOCOPHEROL ACETATE
NR1I2;TOCOPHEROL ACETATE
PRKCA;TOCOPHEROL ACETATE
PRKCB;TOCOPHEROL ACETATE
SEC14L2;TOCOPHEROL ACETATE
SEC14L3;TOCOPHEROL ACETATE
ABCB1;TOCOPHERSOLAN
HMGCR;TOCOTRIENOL
CYP1A2;TODRALAZINE
JAK1;TOFACITINIB
JAK1;TOFACITINIB
JAK2;TOFACITINIB
JAK2;TOFACITINIB
JAK2;TOFACITINIB
JAK3;TOFACITINIB
JAK3;TOFACITINIB
JAK3;TOFACITINIB
JAK3;TOFACITINIB
JAK3;TOFACITINIB
JAK3;TOFACITINIB
PKN1;TOFACITINIB
PTPN6;TOFACITINIB
STAT5A;TOFACITINIB
STAT5B;TOFACITINIB
TYK2;TOFACITINIB
TYK2;TOFACITINIB
TYK2;TOFACITINIB
YES1;TOFACITINIB
JAK1;TOFACITINIB CITRATE
JAK2;TOFACITINIB CITRATE
JAK3;TOFACITINIB CITRATE
TYK2;TOFACITINIB CITRATE
SOD1;TOFERSEN
PDE4A;TOFIMILAST
PDE4B;TOFIMILAST
PDE4D;TOFIMILAST
AR;TOFISOPAM
PDE10A;TOFISOPAM
PDE2A;TOFISOPAM
PDE3A;TOFISOPAM
PDE4A;TOFISOPAM
SLC5A1;TOFOGLIFLOZIN
SLC5A2;TOFOGLIFLOZIN
